Firs Column,Second Column
10,398.0720432795568
29,789.4474073519588
100,457.2323663704851
85,868.5418524331064
100,478.6160083026517
61,35.21881512441827
20,185.85435961556496
35,156.10424007840817
64,205.88605391295434
14,647.835598081139
78,178.14309496560944
82,982.3306696269705
68,854.8813846541009
97,694.0000193717013
65,847.7549477178543
100,316.4094443722957
76,808.7210048487076
57,807.3362468139243
11,515.0524638636105
29,584.2863370478556
45,982.2271592030514
5,803.5145902189186
54,663.3638482618265
28,723.2151167931639
35,980.7521581448644
31,806.1439259945867
17,164.7410940419497
71,92.34423082658516
25,209.34918004567393
78,843.6201483634263
45,161.8344368492408
85,687.8294760025376
49,355.57668124095375
91,733.4306164348425
52,915.1788583160356
29,629.5415149211996
3,805.4136007398679
68,527.9693222600685
16,54.17919745754007
35,462.92575824634974
58,718.4813355639445
88,276.9715626419357
19,340.832994912162
88,364.7555839567891
74,712.1127707879034
63,573.4961184967659
73,75.86745441488651
41,434.59740809476034
72,943.1367654228859
66,563.5438171724996
66,96.32802295929088
77,431.46122736050694
5,459.90636065613757
77,561.4728621237474
14,135.37039182131772
69,349.0798464599698
41,554.2842269287373
93,533.0332302787208
28,191.291600780783
67,123.66138761663149
19,214.31821809886708
29,52.37186257084603
97,748.0761497947686
61,647.4206331224682
94,312.67640528120165
25,817.1167657838114
96,792.4901141025734
74,491.92494708128885
32,148.11179682001242
99,680.5955496830215
73,363.7828946539973
88,790.5506278171115
74,98.93415619937763
92,129.81394330194195
13,108.61753809447272
13,124.04407481553292
70,834.3379649681528
43,599.8065349268396
30,755.2499658941972
82,228.78557368114662
3,92.75690389894586
77,295.35864789951484
1,85.62644305638023
27,243.37764126776028
37,451.16184588658706
97,486.17025044758776
43,971.0669810361408
52,899.3052198443064
34,6.9338007984088845
58,814.1809765049454
15,588.2763714165909
87,139.7455621995456
48,618.6210678404863
39,13.087294885503532
78,391.8119342848185
71,961.8847941247508
100,347.38223881172127
39,951.8317658608573
41,736.1891420966969
38,698.7235477078831
88,147.2835882778245
43,732.2209934187352
84,50.715843177470134
54,618.6721620441496
57,254.09328101110106
38,169.0104123201488
32,768.0571616575749
78,525.0941204392675
91,721.502567915867
29,207.91141487561015
7,361.76020334622916
84,737.7633004185454
25,432.1401832350914
20,705.0951687249999
26,785.8317380909351
94,640.679371806657
79,598.7882584172273
8,751.9711777790582
50,988.6311089193302
37,917.434413886589
96,950.6320165062878
18,720.0387059517558
68,701.9955515414626
63,981.3073372578523
79,418.97039317481756
90,770.0523707604253
83,989.9760162862485
78,83.93557376758076
96,850.6350457076159
20,53.185675694154
8,318.7831258636348
19,202.11722923232344
77,111.2875369216828
94,12.225500674460822
59,226.03426543977022
43,450.63888657113625
85,944.9295239759113
93,659.8113268634507
56,669.1299598540124
8,943.885387567986
29,786.0473482621819
89,108.6919408140078
96,889.2711390696667
36,755.1903241761005
48,477.832964196525
100,728.3749687668916
70,847.81562696966
72,931.0556727649339
64,786.4455613813408
45,427.96131350390755
100,641.1262428536858
24,595.3974691074011
34,60.617926729709005
13,895.202558857873
84,497.07793713360604
88,146.08078683545344
18,754.187562969884
74,589.1204317404555
72,929.5204785698097
50,997.6328567746575
15,442.8719549496696
7,955.7217252384281
28,429.1576711081234
80,832.9803168014645
56,440.43925611429444
16,927.8025568787695
65,620.309933847511
40,662.8782764126713
12,248.80820870393904
23,407.29813255622037
94,76.86044462899144
80,586.092668243794
16,846.6302040135712
60,242.45639880749746
62,420.4614544948777
25,17.01308118209399
76,278.7280647313826
15,89.35469006960884
67,262.58711759017393
29,777.2482606113891
51,619.3784591178708
76,597.8214942017652
81,886.3097867445625
39,700.0027999954916
23,630.3129508794115
51,33.204418098637504
6,780.4156557742103
76,466.82602308691645
75,227.16100970355325
8,845.8422952738372
89,349.0099293821155
66,310.1434454861801
19,102.70034179045228
49,256.8086911260611
42,41.24807271499831
49,683.8300009787697
57,620.3814212184091
69,898.3803629697658
96,53.28969184667376
87,770.6397057793483
53,786.6707413431681
1,169.14191875442154
91,680.5332482906953
22,466.4201151556252
94,880.0354595188014
19,884.7476822154667
74,979.007308268129
68,231.3502436747864
35,957.1289376149483
40,197.22393135701898
86,729.9176138386372
59,5.535854916720928
80,10.20738502538887
18,125.13067888655172
51,308.1641992102401
82,847.7187321209225
17,188.4197535975226
89,113.48732550825302
96,538.5129933002715
81,818.9306175825616
93,586.7804419740571
6,166.2530256594924
7,623.7794707562681
62,129.3337267575443
4,228.39821397463268
16,230.15958203786658
31,863.2258827255908
95,589.4106822829846
6,908.4790284689744
68,285.14220593221637
79,148.52147596445587
66,821.4358874261826
76,116.97832804364228
31,814.643887658371
49,878.0105073610597
44,744.8844181334664
55,1.8181540979719246
34,723.0063812562535
70,227.73600636928217
60,955.145496841407
78,841.1135982383179
59,845.9187860575865
81,793.144690020658
93,366.8135447842055
76,423.91242999599797
56,900.9637839456087
89,97.50592998540264
66,102.46052791851157
41,146.32815821407752
57,711.8787563893558
29,16.22816980817776
26,486.24302267030197
26,590.5218587281357
56,875.9265103318213
63,565.9194796313387
84,172.21467239777755
9,394.9520929379923
47,54.450736760369935
14,195.65005234845756
28,320.086558548064
82,742.996252055983
82,504.83736502271324
98,729.7231183786253
69,542.7896189382191
1,793.5248282502905
13,852.5512969981049
3,483.8299347031999
37,340.7996844061114
3,791.8775023415733
93,185.4086486089106
29,200.20220432748036
5,444.8332657682105
29,665.9426474872602
31,182.2326368898254
1,3.643608070309945
27,486.43068195505424
37,917.1362308041648
58,218.7565401406393
90,561.2819202662624
84,0.15610376132491055
8,555.4426250883834
4,286.7324711152041
77,947.1268257456362
53,928.9790514796995
88,679.1164987064824
75,68.91745979298547
53,743.2704993317712
3,803.5529127980046
34,468.3155360081382
53,74.4485313309462
96,904.1238438311549
86,472.7933828716785
3,61.99928362818441
74,483.3493554578544
21,940.8380181285265
33,279.12261542349904
21,186.45766521570616
71,596.5287492240363
78,513.545977046597
46,439.24073443898504
20,893.5357719144145
76,448.8832334134635
45,820.0762064493438
85,989.4221735478989
81,174.59215581079667
5,201.4688645521836
70,117.62505764957598
93,512.6143079159946
20,838.4188695451427
76,858.9427437881193
61,751.666186464123
10,667.2190551349764
70,783.728710959387
40,722.4419973075912
49,974.0443501017613
81,678.6135936436784
85,686.0642005526062
27,24.26052046469229
44,327.37364032678704
41,84.75293104068926
46,45.136040234825316
77,719.7595749761754
70,613.0561160770756
67,481.1598193915877
26,749.9070785440576
82,734.8510619624749
37,273.6610770699933
2,381.7692787331796
79,86.7023303663449
47,452.52306079230397
22,654.1967581548629
25,590.6181275463506
26,453.0357985751984
78,492.23651541792503
2,155.66178040230437
41,639.9418162451633
100,586.6583979964005
4,354.46452060572875
51,467.72553509893345
95,720.239118638278
94,812.9092870957583
27,444.1933861093281
5,791.2461253226192
2,858.6502126043724
76,948.9496549469401
14,902.4353294189277
22,298.07361954358356
66,477.59389055832514
29,413.7087790537486
45,814.9810226413096
34,898.5082368495953
29,713.4177197543326
3,90.07254037732825
89,639.5362419210661
23,649.3551633170119
48,310.4851280226275
50,36.43631078685905
14,409.37607888841376
95,232.1375323656223
72,483.4638726828324
33,555.7931189279891
41,348.71162372740207
83,198.00698972027132
47,581.0635467296753
96,592.1010690719395
20,627.4808154167973
84,843.4514274590584
51,202.73669475185852
14,854.2046963787545
90,756.5496067071174
20,949.0306548613574
81,989.5172008620531
73,820.4549920670864
80,504.56291087193074
42,919.2314330544089
57,485.88637409962996
13,368.46965205717174
27,717.6538023614207
76,991.5445126653738
76,568.6640826439258
48,756.9776837903439
39,164.19462442593448
29,516.7209874740735
34,755.6291363318192
65,226.76933276041967
90,628.1884029421775
56,221.47566508518767
27,361.14722101525655
61,270.21350215750664
15,594.2742816359649
93,459.97208631734986
28,839.395962720475
19,472.8794331308058
41,735.2001257240748
49,485.1820187076049
18,555.5382018711477
1,241.46608132906843
11,404.4678457987888
83,496.3021730923712
96,3.0840697561071995
64,626.40392077623
9,952.7060327108173
32,683.4304554674411
71,666.8299832932499
67,119.72671010071323
61,597.5342732537043
15,460.98123566289985
8,214.7868272798703
82,167.25355609729664
56,51.477059144244166
94,591.1531835169227
77,724.3536093641147
4,940.2671273673216
97,175.54640288591895
57,342.7390862368581
82,723.7282731346647
85,363.45475998396284
99,702.9614891435448
6,175.85431856626477
40,699.4568912944956
15,847.8331557068981
40,265.30368323589335
68,664.4182310747257
99,290.6165807445282
67,218.358497074706
87,522.2666164548568
91,148.84404676424833
1,765.1599993883556
11,194.39961249499584
23,758.6482882722
40,449.6848489584561
95,930.2284740644869
8,321.6246315535024
78,283.648061908279
18,569.087374441695
26,899.2360579837042
72,673.964161199662
59,975.3027405017666
20,906.3879310427988
58,986.953934026225
29,620.656492317563
12,438.6859717784242
22,995.2440417546218
21,352.1111076959513
34,998.7700538035125
6,648.046312536079
96,693.2115259124909
50,947.0934436879738
38,201.4054902342035
28,287.177322567414
14,783.7744436336579
64,411.7908909080942
61,863.708369533003
60,22.90219556850026
93,343.68267509130004
81,617.8068989384554
70,278.16121992515366
56,287.97792925817214
21,547.8183578694261
72,748.5675937384137
74,150.06078384198273
87,973.3949278249991
40,553.4310851141657
32,484.473679370675
95,420.5966869545027
82,291.60323797927913
9,908.8994097957361
45,663.8283430778298
71,389.0611541758571
10,575.8371149349889
84,915.960446266097
8,575.7149912232892
7,328.54291610579423
98,891.103693938519
71,413.42215146124096
66,891.247802193701
26,289.01481608076784
17,322.29183476675325
73,612.7962198131224
87,267.2628504059078
26,395.1647217498616
36,13.58884884059741
88,591.6910223597209
90,152.0456358487553
33,5.30344118917514
99,609.0545705025168
15,391.6658578199549
23,616.9436391486014
97,38.22160486649251
22,755.2056690574796
96,567.5994294633116
27,876.6946462159427
85,51.85905533870905
43,449.7074711428035
50,744.5964718446622
20,750.121864831226
70,345.83473628189034
30,58.5873041195466
62,848.3509214499499
71,300.4729790184458
92,552.5939596689532
84,360.2530069149529
41,316.3805091569788
89,729.3373378863726
66,211.7040638179315
98,658.7754656129529
27,598.7045207547435
64,518.0469419605296
28,746.9107599011777
78,160.36805174845114
94,980.7978648509334
62,144.66335625901382
88,684.5456418729027
94,320.6014628217041
73,732.0656061408996
80,686.677712786531
21,539.0688300247529
54,664.7085539307927
25,249.23137490942048
6,666.1720855721267
34,530.2331061514789
97,216.5447800923428
14,841.7954512552793
36,285.7962952529127
40,944.1876886800005
72,923.1204513689037
28,304.4147783979921
23,746.295259068171
39,696.2707800886419
47,87.63908239313966
51,91.71776758504613
23,998.2987140354944
29,53.33481381262095
47,138.74214823695962
14,278.2642442286125
53,395.624194045243
36,121.66166637372366
12,256.3503617919103
12,890.4739582510919
63,655.7046502366686
100,835.9009653483068
90,671.2609804764974
43,759.9732181314557
79,127.77865331614701
6,73.24444515686469
67,472.7440668294317
25,796.3657953176046
94,387.5001397707243
89,453.1780010416863
44,693.149540136173
21,50.83661821134178
76,478.81071403595155
98,899.483827905265
84,434.8966471457131
93,104.70084997009666
69,498.82487142869616
7,53.30179993602613
53,811.3448328038128
20,569.0297350748835
28,783.5486624999551
88,624.9483133343914
17,822.7651628673542
27,484.28196595645255
72,561.9001385920594
41,728.0550279425315
81,795.0805211730965
64,977.167050911924
17,486.463275525751
27,232.15300751849787
6,571.0507435427508
62,352.96859349207875
39,205.90731224926162
14,157.66451464575925
2,792.018296196539
39,341.97530605568096
72,895.8969375591491
61,234.14901236896435
49,352.4596125205822
65,230.36657406577976
97,748.9486451995521
83,583.7313842409022
56,472.0131939293814
26,731.9268735890056
55,153.77378707691648
96,289.370869028193
40,198.23677034224053
97,44.62942812271198
16,241.3659347304634
88,573.8558949691751
78,350.7175278578426
1,829.6563142786684
9,501.2701104722591
98,618.1867072651837
31,951.0388797770468
12,308.66118411953147
1,224.1906718813518
47,818.3203296089087
64,387.9623709159128
6,761.2377058834063
21,836.2354737190838
84,891.3960113280175
38,569.2635846473379
26,875.9134346546391
3,952.1225429476834
3,718.1552977694075
23,113.43260376193598
46,226.3446989269886
64,776.9263738677306
17,652.0806753565147
70,252.80990155630923
18,994.7330876278097
30,871.6436004282594
17,805.000081488226
3,387.201723505744
89,84.88987755269805
28,851.9498835762071
84,828.5954239920788
56,51.697072820040106
12,336.15282004725333
75,46.76296897673393
15,727.7583054739739
74,597.3794434787247
60,800.3125505164669
87,525.3487701688257
71,594.9392296813517
13,15.209123612461518
5,340.11323050553955
60,217.01833737121922
1,818.8111137600099
94,729.5712533893274
27,812.9084689538763
4,786.9666403117697
55,986.6742804145933
6,260.2190860645689
81,909.7214809257164
55,143.51373080955787
10,480.69848875726007
65,389.8382338926175
94,568.2317134451239
82,943.9345394458547
83,314.76837478552153
19,814.0058649852142
85,206.02576493721625
51,243.94398012099037
26,315.10472691807934
24,68.09657685331072
89,795.5691676032212
42,672.6312670794786
62,548.6355685724203
32,979.2964678282973
70,505.7821594989609
5,135.8187024086983
46,57.1633450125758
81,312.2527650168194
87,253.16086819530292
85,735.7605448622711
56,674.6052786145714
55,319.12633098871135
37,951.3023812945263
23,306.92896101647074
9,757.4180000749557
55,739.6388646782058
16,451.79197932520344
75,495.4030139301662
17,433.050502260502
69,822.0204569657817
76,765.1893639460718
75,849.269418524469
14,70.58212693271793
59,842.928674333652
63,348.21030336173686
22,975.5056813417852
6,769.7480300862912
45,279.4256400712626
36,721.6857461979141
88,286.57631242331325
3,424.1879228555251
60,654.9769920216395
53,80.71015830935791
98,2.7783398454029884
12,532.7623280314615
72,696.994964283005
62,265.4792115731112
27,893.6074276083547
87,631.7778885455403
16,365.8970580911216
37,65.1492527079689
53,711.3099278338816
92,436.92219915003074
92,623.2764946541629
21,485.8436971133806
25,611.8205768801846
58,59.91051867056496
52,761.9488237351843
36,351.56668718675087
92,108.12098304027884
6,11.14117183142238
33,184.6363702536654
80,682.2165852780217
44,600.2065581363619
38,48.47861287719224
23,142.77419407244264
41,650.2947979564663
69,54.91482782360046
37,382.4545393047437
79,171.78764232717137
100,617.5110306431781
20,684.8997345387102
14,905.5154243151111
76,227.8772260451163
18,952.4089782731754
23,761.686094536344
58,774.9258272057629
65,792.491589755058
17,261.43351616357523
48,84.17548907469674
64,43.97761568674119
8,412.8931787185245
8,323.3202641870614
18,567.0287839568686
25,195.7743013527441
11,616.2384155971514
42,586.1063820374003
6,809.5060562664509
88,619.0322553347676
40,538.2893224329431
31,837.4614484224376
57,20.003672730415367
51,348.7991083210309
6,786.2083994509003
86,749.4622814133019
82,916.5147632451695
63,961.1931797661383
97,394.19089917384196
24,485.91811721483833
29,21.260482700969362
58,687.5990303099647
11,787.0319069484457
44,779.2050213751128
59,748.129490031439
41,253.97218904450514
40,440.26004777328654
57,254.41179146565563
9,292.4039837027261
4,219.1096406300742
89,644.8720294000004
75,60.5642003532928
30,519.7332574266402
66,391.21322705509266
79,980.2742352282072
79,118.15458912284204
94,371.1062213752677
95,379.7254542410279
69,670.1018827101626
3,298.1849184193295
24,56.808307926098365
53,968.0439238936918
96,14.572403649958044
12,861.5952159047978
38,968.8763597242007
35,851.0601219747699
78,731.4361894084437
37,567.3346100335872
13,270.2372577063049
81,890.2467938944712
70,172.34719627293083
77,788.8078329568923
88,122.93453352427197
44,119.49925526691175
22,910.7422841794317
83,271.4506679666693
100,281.3015171807619
98,192.51247751369948
58,14.32650716138173
94,119.39234853964264
9,569.6649482720576
67,179.33925741421862
63,268.6072236633649
85,250.47762106917682
33,690.3365750020885
95,278.1973342392627
54,477.2406716366573
83,630.5357648248645
4,962.9322452795807
69,534.6328576890274
54,841.4730150963477
88,387.07741799954067
72,19.497602948111094
100,194.25007143137995
54,692.5469212689749
36,341.62183733929487
97,858.1855475114671
94,99.6094049027454
8,675.5079433554619
97,884.9742819772188
77,726.8895548313192
42,817.2857792337445
100,180.53986955850766
33,420.4609145456535
83,767.7059835685419
8,331.9893683993184
20,601.1533426525723
52,97.45814699787448
43,944.5618771332324
47,987.7591082306936
82,609.8334446132185
32,452.6755456997873
25,912.3202442552438
15,481.55127782415855
55,399.5951440716752
78,402.36148649957073
22,276.24777908648343
41,694.4750025897844
24,503.46264062639966
20,261.0129057099544
98,95.78620640872981
20,623.1655868102597
69,166.69980474872926
10,559.0653567099354
4,380.76283218322646
56,921.7391923330564
72,468.5679107438977
13,158.2819321851322
38,463.5551782678123
25,520.096017723712
52,512.7283486427791
72,662.3287182948786
48,361.4141761246318
65,637.3746177888532
18,629.0910799848884
68,723.7673195059031
36,972.5575588725873
33,520.4407639616832
28,68.61489959796197
55,326.84105852063226
91,66.94034145049122
24,484.98189235707434
20,993.9501244622321
95,845.2114391187775
56,878.6934861558631
59,441.1841969024887
66,565.296749931975
81,191.5148210683809
29,541.5640731883441
27,903.6752115140164
29,599.0269582751635
53,274.84321149920487
32,786.787232301512
99,865.7910899416563
61,794.3973193954953
45,231.5997687466277
48,618.2144440292435
48,809.4653209755718
53,249.13021738143192
50,791.9333946334937
49,649.965897328926
63,928.2463867967535
76,682.5930673967621
1,183.0511079462388
78,822.2916476449378
55,917.324369411636
14,186.00291884477338
92,564.4900711529189
42,517.1957594030314
59,532.497504470634
15,175.77185372067473
23,268.6617561127882
1,614.9193892661447
42,478.40666501200445
74,209.15661445550015
27,198.225059407932
17,334.1773923708069
19,300.6310163259708
65,334.91016963826195
43,331.18545073585415
45,573.1620692654125
76,758.2077754789611
67,775.8362898746327
31,503.673865140276
17,208.15556122698464
23,727.7283372698473
4,586.4468879401809
50,211.4275845722262
43,784.1058720314965
62,868.9341616509843
32,204.2780757346154
74,448.15318226481315
8,353.98073368228154
81,846.3863452819029
9,967.629396324384
6,314.97447641346355
8,239.83494370565117
29,991.0375767483382
45,676.7306830343241
66,588.1849113852039
14,72.5676829869133
88,391.6091308552494
46,23.36321129784391
4,788.1677204867219
82,817.1152337686627
13,490.0868158724886
33,669.170301654845
18,747.019803968056
65,722.259170815964
86,327.4813739621443
46,367.188796204411
23,361.03828855884814
93,408.4157604250707
54,933.3109521544125
13,671.1237107952918
30,549.6319683288236
32,552.1968709812081
81,768.5894005770845
3,76.28636604828776
61,294.6017929517414
38,916.4054034207086
21,91.74372504578821
61,719.7809594659773
34,921.8570081682195
10,869.663315771992
91,935.3147187544545
2,536.9507911334294
76,797.76919504427
18,39.95694720251875
53,384.2453643774595
47,557.9509297142811
93,271.83538128480455
81,790.8812627274712
3,696.9907260701565
28,362.23220837994694
92,308.20828270104596
99,448.5516999582978
50,979.0689185027629
26,431.1449912672033
23,343.49294455599266
22,475.042861534918
72,247.28564210896496
45,322.43371864948836
52,167.01487393553106
34,455.0541544516128
64,101.29836291361738
77,813.159239832642
75,830.7731012009205
85,381.4356241893617
94,68.62676583891636
25,690.3892500446901
88,969.1369468430321
61,149.76888573092094
73,417.14703360155823
60,997.2258849426585
61,189.40921214038787
11,106.17548618331118
5,515.5991845910119
52,238.58907421131315
77,598.09898480779
88,558.3826750146684
16,878.8295556915152
20,496.0883655891786
45,680.1592353849745
43,570.8311788084359
58,962.5884469199269
41,713.9770221859494
27,150.51957833571328
91,671.5971078659157
80,53.252961642862864
81,71.94881378221807
30,516.2176935534567
34,547.5188655652721
1,162.55742647712069
64,98.11892784600728
40,475.2833619720561
90,401.91616293814536
35,653.7324519267939
24,555.4695578263055
56,222.45957594053735
72,211.98077647037593
